psraid,sample,segment,int_date,lang,comp,version,stz,scregion,sstate,susr,stimes,filtera,filterb,filterc.1,filterc.2,llitext0,qs1,q1,q2,qp1,sex,qm1,qm2,q2x,qp1a,chage1,chsex,chage2,chage3,chage4,chage5,qp2,q3,q4,qe3,q7,q8,q12,q15,q21a,q21b,q21c,q21d,q21e,q22,q23a,q23b,q23c,q23d,q23e,q24,q29a,q29b,q29c,q29d,q30,q31,q33,q34,q35a,q35b,q35c,q35d,q35e,qe5,q40,q41am1,q41am2,q41am3,q41c,q42m1,q42m2,q42m3,q42m4,q43,q44a,q44b,q44c,q49a,q49b,q49c,q49d,q49e,q50,q52,q54a,q54b,q54c,q54d,q54e,q54f,q54g,q54h,q57,q58,q62,q63,q65a,q65b,q65c,q67a,q67b,q68a,q68b,q68c,q68d,q68e,q7486ord,q74a,q74b,q74c,q77,q79,q80,q81a,q81b,q81c,q86a,q86b,q86c,q86d,q86e,q86f,q86g,q90,q92a,q92b,q93,q94a,q94b,q94c,age,qm3,fam3a,fam3b,fam3c,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,relig,chr,born,attend,q95,q96,income,party,partyln,ideo,hh1,hh3,ownrent,ql1,ql1a,qc1,raceos,religos,origraceos,usr,cregion,state,density,partysum,partyideo,child,recage,racethn,racethn2,racecmb,recage2,iphoneuse,hphoneuse,adults,parents,kids,ll,cp,wt1,utweight,weight
205937,2,2,100715,1,1,5,P,4,41,,2,3, , , , ,2,2,1,1,1,1, ,2,2, , ,2,0,0,0,3,2,1,1,2,2,2,1,1, ,1,1,1,1,1,2,2,1,2,1,2,2,3,2,1, ,2,3,2,2,1,2,2,3, , , , , , , , , ,1,7,6,7,2,2,2,4,3,2, ,1,2,1,1,2,2,1,1,9, ,1, ,2,2,1,2,2,2,2,1,4,2, ,1,1,9,1,1,1,1,1,1, , , , , , , , , , , , , , ,36, , ,1, ,8,2,1, , , , ,12, , ,5, , ,9,3,1,3,4,2,1, , ,1,,,,U,4,41,3,1,3,2,3,1,1,1,2,2,2,2,2,2,1,1,0.683796174408227,0.52,2
205952,2,2,100715,1,1,5,P,4,16,,4,2, , , , ,2,1,3,1,2,1, ,2,1,2,2, , , ,0,3,1,3,3,2,1,3,9,1, ,1,2,1,2,1,2,1,1,1,2,2,2,3,3,1, , , ,1,3,1,1,3,1, , , , , , , , , ,2,10,5,7,1,3,3,3,2,3, ,2,2,2,2,2,1,2,1,3, ,2, ,1,1,1,2,3,1,1,3,2,1, ,2,2,1,1,1,2, , , , , , , , , , , , , , , , , ,29, ,1, , ,5,2,1, , , , ,13, ,1,4, , ,6,1, ,3,3,2,2, , ,2,,,,S,4,16,3,1,2,1,1,1,1,1,1,3,3,2,2,1,0,1,1.534390825668926,2.36,9.076923076923077
205954,2,2,100715,1,1,5,P,4,6,,6, ,3, , , ,2,3,2,1,2,6, , ,2, , ,0,0,2,2,2,2,4,3,4,2,9,1, ,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1, , ,1,1,1,1, , ,1,1, , ,1, , , , , ,15,15,16, ,1,4,4,4,4,3,1,1,1,1,1,1,1,1, ,3,2,1,2,2,1,3,9,2, ,2,5,2, , , , , , , , , , ,2,2,2,2,2,1,2, ,1,1,2,2,2,2,46,2, , , ,3,2,2, , , , ,2, ,1,6, , ,3,2, ,3,4,1,2, , ,2,,,,U,4,6,1,2,4,3,5,2,2,2,2,3,3,1,1,2,0,1,1.534390825668926,1.45,5.576923076923077
206048,2,2,100815,1,1,5,E,3,47,,4, , ,1,4, ,2,2,1,1,1,1, ,2,4, , ,1,2,1,2,2,2,2,1,1,1,2,1,1, ,4,1,1,2,2,3,1,2,1,1,1,1,3,3,3,3,3,2,2,2,1,2,2,3,2,1, , ,1, , , , ,1,15,12,16,1,3,3,4,4,3,3,2,1,2,1,2,1,1,1,2,2,1,1,1,2,3,1,3,2,1,1,3,1,1,2,2,2,4,1,2,1,2,2, , , , , , , , , , , , , , ,49, , , ,1,4,2,1, , , , ,1, ,1,4, , ,6,3,1,2,8,3,1, , ,1,,,,S,3,47,3,1,3,5,5,1,1,1,2,2,2,3,2,3,1,1,0.683796174408227,0.47,1.8076923076923075
206059,2,2,100815,1,1,5,C,2,29,,6,3, , , , ,2,2,2,1,1,1, ,2,2, , ,2,0,0,0,3,1,3,1,2,1,2,2,1, ,2,3,3,2,1,1,1,1,1,4,2,1,3,3,3, ,2,3,2,2,3,3,3,3, , , , , , , , , ,1,7,5,7,1,2,3,3,3,2, ,2,3,2,2,2,1,1,2,4, ,1, ,3,3,2,1,4,3,2,1,4,1, ,1,2,2,1,1,2,1,1,1, , , , , , , , , , , , , , ,31, , ,1, ,4,2,9, , , , ,9, , ,4, , ,2,3,9,9,4,2,2, , ,2,,,,U,2,29,3,9,3,2,2,9,9,9,2,3,3,2,2,2,0,1,1.534390825668926,1.37,5.269230769230769
206089,2,2,100815,2,1,5,P,4,6,,4, ,1, , , ,2,2,1,1,1,4, , ,1,13,1, , , ,0,2,3,4,3,4,4,3,1, ,1,4,1,2,1,2,2,2,2,9,1,1,1,1,3,3,3, , ,2,2,3,2, , ,1,1, , ,2, , , , , ,13,10,98, ,4,4,4,4,3,3,2,1,2,2,2,2,2,1, ,3,1,1,3,3,1,3,2,4, ,4,4,1, , , , , , , , , , ,1,1,2,2,1,2,2,2,2,2, ,2,2,2,54,1, , , ,1,1,7, , , ,3,2, ,2,3, , ,10,3,9,3,1, ,2, , ,2,,,,U,4,6,4,9,3,0,6,3,4,5,3,3,3,1,1,1,0,1,1.534390825668926,1.51,5.8076923076923075
206102,2,2,100815,1,1,5,P,4,32,,4, ,2, , , ,2,1,1,1,2,1, ,3,1,17,2, , , ,0,2,2,1,1,1,1,2,2,1, ,1,1,1,2,1,1,1,1,1,2,2,1,3,3,2,3,3,1,2,2,2,3,2,1,2,1, , ,1, , , , , ,9,12,18,3,2,3,4,4,1,2,2,2,1,2,1,2,2,1, ,4,1,2,2,1,2,1,3,3, ,2,4,1, , , , , , , , , , ,1,1,1,2,1,1,1,2,2,2, ,2,2,2,54, ,1, , ,4,1,1, , , ,1,11,2, ,1,3,2,9,3,1,3,3,2,1, , ,1,,SCIENTIGIST,,U,4,32,2,1,3,1,6,3,3,1,3,2,2,2,2,1,1,1,0.683796174408227,0.66,2.5384615384615383
206118,2,2,100815,1,1,5,P,4,6,,4, , ,1,3, ,2,1,2,1,2,1, ,2,2, , ,1,1,0,1,3,1,1,1,2,1,3,1,1, ,1,3,3,1,1,2,1,1,1,1,2,1,3,3,2,2,2,1,1,1,1,1,1,1,2,1, , ,1,1, , , , ,11,13,13,3,1,2,1,1,2,3,2,2,2,2,1,1,1,1,3,1,1,2,1,1,1,1,3,2,3,1,3,1,1,2,1,2,1,1,1, , , , , , , , , , , , , , , , , ,38, , ,1, ,8,2,1, , , , ,1, ,2,4,3,1,9,3,2,3,6,4,1, , ,1,,,,R,4,6,5,2,3,2,3,1,1,1,2,2,2,3,2,2,1,1,0.683796174408227,0.75,2.8846153846153846
206130,2,2,100815,1,1,5,P,4,6,,5, ,1, , , ,2,1,2,1,2,1, ,3,1,11,1, , , ,0,2,1,2,1,3,2,3,2,1, ,1,2,2,2,1,1,1,1,1,3,1,1,1,1,3,3,2,1,1,1,1,3,3,1,2,1, , ,1, , , , , ,10,7,98,1,1,3,3,3,2,3,1,1,2,1,1,1,1,2, ,4,2,2,2,1,1,2,3,1, ,1,4,1, , , , , , , , , , ,1,1,1,1,1,2, ,1,1,1,1,1,1,1,43, ,2, , ,3,2,1, , , , ,13, ,2,3,2,3,5,1, ,4,5,3,1, , ,1,,,,S,4,6,5,1,2,2,4,1,1,1,2,2,2,3,2,1,1,1,0.683796174408227,1.04,4
206159,2,2,100815,1,1,5,M,4,4,,5, , ,2,3, ,2,2,2,1,1,3, , ,3, , ,2,1,0,1,3,3,1,1,3,1,2,1, ,1,1,2,2,3,1,2,2,2,1,2,2,2,3,2,2,3,4,3,1,1,1,1, , ,3,1, , ,1,3, , , , ,12,8,10, ,1,3,4,4,4,2,2,2,2,2,2,1,2,2,3,2,2,1,1,3,1,2,3,2,2,1,3,2,1,2,2,2,1,1,3, , , , , , , , , , , , , , , , , ,26,4, , , ,3,2,1, , , , ,1, ,2,3, , ,5,3,1,3,4,1,2, , ,2,,,,S,4,4,3,1,3,3,1,1,1,1,1,3,3,1,1,3,0,1,1.534390825668926,0.83,3.192307692307692
206202,2,2,100915,1,1,5,E,2,39,,6, ,1, , , ,2,1,2,1,2,1, ,3,1,17,1, , , ,0,2,1,1,1,1,1,3,2,1, ,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,3,3,1,1,3,3,3,1, , ,1, , , , , ,10,6,10,1,3,4,4,3,3,3,1,1,2,2,1,1,2,2, ,3,2,1,2,1,2,1,2,3, ,3,3,1, , , , , , , , , , ,1,1,1,2,2,1,1,2,1,1,2,1,2,1,44, ,1, , ,5,2,1, , , , ,1, ,1,2, , ,8,1, ,2,4,3,1, , ,1,,,,S,2,39,2,1,1,1,4,1,1,1,2,2,2,3,2,1,1,1,0.683796174408227,0.97,3.7307692307692304
206217,2,2,100915,1,1,5,C,3,1,,4, ,3, , , ,2,1,9,1,2,1, ,2,3, , ,0,1,2,2,3,1,1,3,1,3,3,2,1, ,3,3,3,1,3,3,1,1,1,4,1,1,4,3,2,3, , ,3,1,1,3,3,1,2,1, , ,1, , , , , ,98,98,98,2,2,3,4,4,3,3,2,2,2,2,2,2,2,2, ,4,2,2,3,3,9,1,4,2, ,3,2,1, , , , , , , , , , ,1,1,1,2,2,2,1,2,2,2, ,1,1,1,35, , , ,1,4,2,1, , , , ,13, ,1,1, , ,4,1, ,9,5,2,1, , ,2,,,,S,3,12,3,1,9,3,3,1,1,1,2,3,3,2,2,3,0,1,1.534390825668926,1.57,6.038461538461538
206246,2,2,100915,1,1,5,P,4,6,,3, ,1, , , ,2,1,2,1,1,1, ,3,1,10,1, , , ,0,2,1,1,1,2,1,2,1,1, ,3,3,3,1,2,2,1,3,1,3,2,2,3,4,2,3,2,3,2,2,2,2,2,3,2,1, , ,1, , , , , ,12,8,12,1,2,2,4,4,2,3,2,2,2,2,2,1,1,2, ,2,2,2,3,2,3,2,4,1, ,1,4,1, , , , , , , , , , ,1,1,2,2,2,2, ,2,1,1,1,1,1,2,46, ,1, , ,4,2,1, , , , ,1, ,2,5, , ,6,3,2,4,3,2,1, , ,2,,,,S,4,6,2,2,3,1,5,1,1,1,2,3,3,2,2,1,0,1,1.534390825668926,2.06,7.923076923076923
206268,2,2,100915,1,1,5,P,4,53,,5, , ,1,4, ,2,1,2,1,2,1, ,3,3, , ,1,2,0,2,3,2,2,3,1,1,3,1,1, ,1,2,1,1,1,1,1,1,1,1,2,1,3,2,3,3, , ,1,3,1,3,3,1,1,1, , ,1, , , , ,1,9,10,15,1,3,1,3,3,3,3,1,2,2,2,2,1,1,2,4,3,1,2,1,1,1,1,4,3,3,1,4,1,1,2,2,1,1,1,2,2,2,1, , , , , , , , , , , , , , ,37, , , ,1,6,2,1, , , , ,3, ,2,2, , ,6,1, ,2,5,2,1, , ,2,,,,R,4,53,1,1,1,3,3,1,1,1,2,3,3,2,2,3,0,1,1.534390825668926,1,3.846153846153846
206279,2,2,100915,1,1,5,C,2,31,,4, ,1, , , ,2,2,2,1,2,1, ,2,1,16,1, , , ,0,1,2,2,2,3,1,2,2,1, ,1,2,2,2,1,1,1,1,1,1,1,1,3,3,1,3,2,3,1,1,3,3,3,1,2,5, , , , , , , , ,10,10,14,1,2,3,4,3,2,3,1,2,2,2,1,1,1,2, ,1,1,1,2,1,1,2,2,2, ,1,3,1, , , , , , , , , , ,1,1,1,2,1,1,1,1,1,2,2,1,1,2,41, ,1, , ,5,2,1, , , , ,1, ,2,2,3,2,9,1, ,3,3,2,1, , ,2,,,,R,2,31,1,1,2,1,4,1,1,1,2,3,3,2,2,1,0,1,1.534390825668926,2,7.692307692307692
206286,2,2,100915,1,1,5,M,4,4,,6, ,3, , , ,2,3,1,1,1,3, , ,2, , ,0,0,2,2,3,4,3,2,4,1,2,1, ,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,1,1,1, , ,2,1, , ,2, , , , , ,14,14,14, ,4,4,4,4,1,3,1,1,1,1,1,1,1,1, ,4,1,2,1,3,2,4,1,3, ,4,4,2, , , , , , , , , , ,1,1,1,1,2,1,1,2,1,3,2,2,2,2,52,3, , , ,8,2,2, , , , ,12, , ,5, , ,7,3,9,3,3,1,2, , ,1,,,,S,3,51,5,9,3,2,6,2,2,2,3,2,2,1,1,2,1,1,0.41071215649162174,0.27,1.0384615384615385
206290,2,2,100915,1,1,5,C,3,48,,4, , ,1,4, ,2,2,1,1,2,1, ,2,8, , ,1,4,2,2,1,1,3,3,3,1,2,1,1, ,9,9,3,2,1,1,1,1,1,1,1,1,3,3,1,3, , ,3,3,3,3,3,1,3,1, , ,1, , , , ,1,13,15,13,1,3,3,3,4,3,3,2,1,1,1,1,2,1,2,2,3,2,2,2,2,1,4,4,3,4,1,1,1,1,2,2,2,2,1,1,1,1,2, , , , , , , , , , , , , , ,37, , , ,2,4,2,2, , , , ,1, ,2,2, , ,4,2, ,3,8,3,1, , ,2,,,,R,3,48,1,2,4,5,3,2,2,2,2,3,3,3,2,3,0,1,1.534390825668926,1.34,5.153846153846154
206320,2,2,100915,2,1,5,P,4,53,,4, ,3, , , ,2,1,1,1,1,1, ,1,3, , ,0,1,2,2,3,2,2,1,4,2,3,2,1, ,1,1,1,3,1,1,1,1,1,2,1,1,3,3,1,3,4,1,3,3,3,3,3,2,1,1, , ,1, , , , , ,98,10,18,1,1,4,4,1,1,1,3,1,2,1,2,1,2,1, ,2,2,2,3,1,1,2,3,2, ,2,4,2, , , , , , , , , , ,2,1,2,1,2,1,1,1,1,1,2,1,1,1,45, , , ,1,4,1,7, , , ,3,2, ,1,2,3,3,5,3,9,3,5,2,2, , ,2,,,,R,4,53,1,9,3,3,5,3,4,5,2,3,3,2,2,3,0,1,1.534390825668926,1.18,4.538461538461538
206338,2,2,100915,1,1,5,P,4,53,,4, ,3, , , ,2,1,2,1,1,1, ,3,2, , ,0,1,1,2,2,2,1,1,1,1,2,1,1, ,1,1,1,1,1,1,1,2,1,1,2,1,3,3,2,3,2,3,2,2,3,1,3,2,2,1, , ,1, , , , , ,10,8,14,1,2,2,4,4,2,3,2,2,2,2,2,2,1,2, ,3,1,1,1,3,3,2,2,2, ,1,4,1, , , , , , , , , , ,1,1,2,2,2,1,1,2,1,2,1,1,1,1,46, , ,1, ,6,2,1, , , , ,9, , ,5,1,1,8,2, ,3,4,2,1, , ,1,,,,U,4,53,1,2,4,2,5,1,1,1,2,2,2,2,2,2,1,1,0.683796174408227,0.56,2.153846153846154
206353,2,2,101015,1,1,5,E,3,13,,4, ,2, , , ,2,2,2,1,1,1, ,3,1,9,2, , , ,0,3,1,2,2,1,1,3,2,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,3,3,3,3,2,1,1, , ,1, , , , , ,16,13,18,1,2,3,4,2,3,3,2,2,2,2,2,1,2,1, ,2,2,2,3,3,1,1,2,3, ,2,4,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1,2,1,1,1,52, ,2, , ,6,2,1, , , , ,1, ,1,1,3,3,8,1, ,2,3,2,1, , ,1,,,,S,3,13,3,1,1,1,6,1,1,1,3,2,2,2,2,1,1,1,0.683796174408227,0.44,1.6923076923076923
206354,2,2,101015,1,1,5,E,3,12,,4, ,2, , , ,2,1,2,1,1,4, , ,1,17,2, , , ,0,1,1,1,1,3,1,2,1, ,1,1,1,2,1,1,1,1,1,1,2,2,2,3,3,2,3,2,3,1,3,3,1, , ,1,1, , ,2, , , , , ,9,97,97, ,1,2,3,2,2,3,2,2,2,2,2,2,1,2, ,3,1,2,2,2,2,1,3,2, ,1,4,1, , , , , , , , , , ,1,2,1,2,2,1,1, ,1,1,2,1,2,2,42,3, , , ,3,2,1, , , , ,1, ,2,5, , ,7,1, ,2,2,1,2, , ,1,,,,S,3,12,5,1,1,1,4,1,1,1,2,2,2,1,1,1,1,1,0.41071215649162174,0.59,2.269230769230769
206382,2,2,101015,1,1,5,E,2,39,,4, ,2, , , ,2,2,2,1,1,1, ,3,1,12,2, , , ,0,1,1,2,1,2,2,2,2,1, ,1,3,2,1,1,3,1,1,1,3,2,1,3,3,4,3,2,2,2,3,3,1,3,1,2,1, , ,1, , , , , ,12,9,13,2,3,3,4,4,3,3,2,1,2,2,1,2,2,1, ,1,1,2,3,3,3,2,4,3, ,2,3,1, , , , , , , , , , ,1,1,1,2,2,1, ,2,1,1,1,1,2,1,47, ,1, , ,8,2,1, , , , ,10, , ,5,3,3,7,2, ,3,3,2,1, , ,2,,,,R,2,39,2,2,4,1,5,1,1,1,2,3,3,2,2,1,0,1,1.534390825668926,1.23,4.730769230769231
206394,2,2,101015,1,1,5,E,3,51,,4, ,3, , , ,2,2,1,1,2,1, ,3,2, , ,0,1,1,2,3,2,3,1,1,2,3,2,1, ,1,1,1,1,1,2,1,2,1,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,1,1, , ,2, , , , , ,10,8,15,1,1,1,4,2,3,3,2,1,2,1,1,1,2,2, ,1,1,2,2,2,2,1,2,2, ,2,4,1, , , , , , , , , , ,1,1,1,2,2,2,1,2,1,1,2,1,2,2,47, , ,1, ,4,2,1, , , , ,12, , ,5, , ,6,3,2,3,4,2,1, , ,2,,,,S,3,51,2,2,3,2,5,1,1,1,2,3,3,2,2,2,0,1,1.534390825668926,2.01,7.73076923076923
206416,2,2,101015,1,1,5,E,1,42,,4,3, , , , ,2,2,2,1,2,1, ,3,2, , ,2,0,0,0,3,2,1,3,2,2,3,2,1, ,1,2,2,2,1,2,1,3,1,2,2,2,3,3,2, , , ,1,1,1,1,1,1, , , , , , , , , ,1,10,7,10,1,1,1,3,2,3, ,1,1,2,1,1,1,1,2,2, ,2, ,2,2,1,2,3,2,2,3,4,1, ,1,1,1,1,2, ,1,1,1, , , , , , , , , , , , , , ,39, , ,1, ,8,2,1, , , , ,12, , ,6, , ,9,2, ,5,4,2,1, , ,1,,,,U,1,42,5,2,5,2,3,1,1,1,2,2,2,2,2,2,1,1,0.683796174408227,0.86,3.3076923076923075
206421,2,2,101015,1,1,5,E,1,36,,4, , ,1,3, ,2,1,2,1,2,3, , ,2, , ,1,1,0,1,3,1,1,1,1,1,3,2, ,2,2,3,2,1,2,2,1,1,1,2,2,2,3,3,1,3,2,1,1,3,1,1, , ,2,6, , , ,2, , , , ,13,11,14, ,2,2,3,3,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2, , , , , , , , , ,1,1,1,1,1,1, ,1,1,1,1,1,1,1,30,1, , , ,4,2,2, , , , ,13, ,1,3, , ,5,2, ,2,4,2,2, , ,2,,,,S,3,37,2,2,4,2,2,2,2,2,2,3,3,2,1,2,0,1,1.534390825668926,2.45,9.423076923076923
206434,2,2,101015,1,1,5,C,3,1,,5, ,2, , , ,2,2,2,1,2,1, ,3,1,9,2, , , ,0,2,2,2,3,3,2,3,1,1, ,1,1,1,2,1,1,1,1,1,1,2,2,3,2,3,3, , ,1,1,1,1,1,3,2,1, , ,1, , , , , ,16,16,98,3,3,4,4,4,4,3,2,1,2,1,1,2,1,1, ,2,2,2,1,1,1,2,2,4, ,2,4,1, , , , , , , , , , ,2,2,2,2,2,2, , ,1,2,2,1,2,2,52, ,1, , ,3,2,2, , , , ,11,1,1,5, , ,2,2, ,2,5,2,1, , ,1,,HOLYNESS,,S,3,1,2,2,4,3,6,2,2,2,3,2,2,2,2,1,1,1,0.683796174408227,0.62,2.3846153846153846
206441,2,2,101015,1,1,5,C,3,28,,6, , ,2,3, ,2,4,2,1,1,2,1,3,3, , ,2,1,0,1,2,4,4,3,5,1,3,1,1, ,3,1,1,3,1,1,1,1,1,1,1,2,2,4,2,2, , ,3,3,2,1,3,1,2,1, , ,1, , , , ,2,10,10,16,4,4,4,4,4,1,2,2,1,1,1,1,1,2,2,4,4,2,1,1,2,1,1,1,2,2,2,1,1,2, , , , , , , , , ,2,1,1,2,2,2, ,2,1,1,1,1,1,1,46, , , ,2,3,2,2, , , , ,13, ,1,2, , ,6,4,9,9,4,2,2, , ,1,,,,S,3,28,2,9,9,2,5,2,2,2,2,2,2,2,2,3,1,1,0.683796174408227,0.6,2.3076923076923075
206453,2,2,101015,1,1,5,E,3,12,,7,1, , , , ,2,1,2,1,1,1, ,3,1,0,1, , , ,0,3,1,2,1,2,1,3,2,1, ,1,1,1,1,1,2,2,2,1,1,1,1,4,3,1, ,3,3,2,2,3,2,3,3, , , , , , , , , ,2,10,8,10,1,1,3,4,4,2, ,2,2,2,2,2,2,2,1,2, ,2, ,1,2,1,4,1,4,2,2,3,1, ,2,2,2,1,1,2, , , , , , , , , , , , , , , , , ,29, ,1, , ,6,2,1, , , , ,13, ,2,1, , ,5,3,1,2,3,2,2, , ,2,,,,U,3,51,4,1,3,1,1,1,1,1,1,3,3,2,2,1,0,1,1.534390825668926,1.38,5.3076923076923075
206552,2,2,101115,1,1,5,E,2,26,,7,3, , , , ,2,2,1,1,2,1, ,2,2, , ,2,0,0,0,3,2,2,1,2,1,3,1,1, ,1,1,1,2,1,3,1,1,1,1,1,1,3,3,2, ,2,3,2,3,2,1,3,1, , , , , ,2, , , , ,11,98,12,1,1,2,3,2,3, ,2,2,2,2,2,1,2,2,2, ,2, ,2,1,2,2,4,2,1,2,4,1, ,2,1,2,2,1,1,1,1,1, , , , , , , , , , , , , , ,31, , ,1, ,5,2,1, , , , ,12, , ,5,1,1,6,3,9,3,4,2,1, , ,2,,,,S,2,26,2,9,3,2,2,1,1,1,2,3,3,2,2,2,0,1,1.534390825668926,2.06,7.923076923076923
206565,2,2,101015,1,1,5,C,3,22,,6, ,2, , , ,2,2,1,1,1,1, ,2,1,17,2, , , ,0,3,1,2,1,1,2,2,2,2, ,2,2,2,1,2,1,2,2,2,2,1,1,1,3,1,3,2,3,2,2,1,3,3,1,2,1, , ,2, , , , , ,15,8,17,1,2,2,4,4,2,3,2,2,2,2,2,2,1,2, ,2,1,2,1,2,1,1,2,2, ,1,2,1, , , , , , , , , , ,2,1,1,2,2,1,2,2,1,2,1,1,2,1,39, ,2, , ,3,2,1, , , , ,1, ,1,4,3,1,6,1, ,2,2,2,1, , ,2,,,,R,3,22,1,1,1,0,3,1,1,1,2,3,3,2,2,1,0,1,1.534390825668926,1.51,5.8076923076923075
206590,2,2,101015,1,1,5,C,3,48,,4, , ,2,4, ,2,1,2,1,1,4, , ,5, , ,3,1,1,2,3,3,3,4,2,1,2,2, ,1,1,1,1,2,1,1,3,1,1,1,1,3,3,3,2,1, , ,2,3,2,1, , ,2,5,1, ,1, , , , ,3,16,16,98, ,3,3,4,4,1,2,1,2,1,2,1,2,1,1,3,3,2,1,2,2,1,1,2,1,4,3,3,2,1,2,1,2,5,1,1, , , , , , , , , , , , , , , , , ,31,1, , , ,2,2,2, , , , ,2, ,9,5, , ,1,3,9,9,2,2,2, , ,2,,,,S,3,48,3,9,3,0,2,2,2,2,2,3,3,2,1,3,0,1,1.534390825668926,0.99,3.8076923076923075
206633,2,2,101315,1,1,5,C,2,17,,8, ,2, , , ,2,3,1,1,2,3, , ,1,17,2, , , ,0,2,3,4,2,5,2,2,1, ,1,3,1,1,4,2,2,2,2,2,3,1,1,1,4,1,2,4,3,1,2,3,7, , ,4,1, , ,1, , , , , ,15,15,98, ,1,1,4,4,3,3,2,1,2,2,2,2,1,2, ,4,2,2,2,1,2,3,3,3, ,3,4,4, , , , , , , , , , ,2,2,2,2,2,2,2, ,1,1,3,1,2,2,53,1, , , ,5,2,1, , , , ,1, ,2,1, , ,3,1, ,2,2,1,1, , ,2,,,,S,2,17,3,1,1,1,6,1,1,1,3,3,3,1,1,1,0,1,1.534390825668926,0.99,3.8076923076923075
206669,2,2,101015,1,1,5,P,4,53,,7,1, , , , ,2,2,2,1,1,1, ,3,1,3,1, , , ,0,3,2,3,3,3,2,3,2,1, ,1,1,2,1,2,2,1,2,1,1,2,2,3,2,1, , , ,2,3,3,3,3,3, , , , , , , , , ,1,8,6,10,1,1,3,3,3,3, ,2,1,2,2,2,1,1,2,4, ,2, ,1,2,1,1,4,1,1,1,4,1, ,2,1,1,1,1,1,1,2,1, , , , , , , , , , , , , , ,29, ,2, , ,6,2,1, , , , ,10, , ,6, , ,3,2, ,5,3,2,2, , ,2,,,,U,4,30,1,2,5,1,1,1,1,1,1,3,3,2,2,1,0,1,1.534390825668926,1.12,4.307692307692308
206671,2,2,101015,1,1,5,P,4,6,,5,3, , , , ,2,1,2,1,1,1, ,2,3, , ,3,0,0,0,3,2,1,1,1,1,2,1,1, ,3,3,3,3,1,1,1,1,1,3,1,1,3,4,3, ,2,3,2,2,3,2,2,3, , , , , , , , , ,1,12,8,14,2,3,3,4,4,3, ,2,2,2,2,1,2,1,1,2, ,2, ,1,2,1,3,3,2,2,2,3,1, ,1,1,1,3,2, ,2,2,2, , , , , , , , , , , , , , ,27, , , ,1,3,2,1, , , , ,12, , ,5, , ,6,3,1,1,5,2,1, , ,1,,,,U,4,6,1,1,3,3,1,1,1,1,1,2,2,2,2,3,1,1,0.683796174408227,0.41,1.5769230769230769
206672,2,2,101015,1,1,5,P,4,6,,5, ,3, , , ,2,2,2,1,2,5, , ,2, , ,0,1,1,2,2,2,3,2,4,1,2,2, , ,1,3,2,1,1,1,1,2,1,1,1,1,3,3,2,3,4,3, , , , , , ,3,5,6, , , , , , , ,16,16,16, ,4,3,4,2, ,3,2,1,2,2,2,1,1,1, ,2,2,1,2,1,1,3,4,2, ,1,4,1, , , , , , , , , , ,1,1,2,2,1,1,2,2,1,2,2,2,2,1,49, , , , ,5,2,5, , , , ,2, ,2,2, , ,3,2, ,9,4,2,2, , ,1,,,,U,4,6,2,2,9,2,5,4,5,5,2,2,2,2,1,2,1,1,0.41071215649162174,0.72,2.769230769230769
206681,2,2,101115,1,1,5,E,2,39,,3, ,3, , , ,2,2,2,1,1,3, , ,4, , ,0,3,1,2,3,1,3,3,5,1,2,2, ,1,1,1,3,2,1,1,1,1,1,3,1,1,3,3,2,3, , ,2,3,1,3, , ,1,5, , , , , , , , ,13,10,13, ,3,3,3,4,3,3,1,2,2,2,1,2,1,2, ,1,2,2,2,3,1,1,4,2, ,1,4,2, , , , , , , , , , ,1,1,1,2,1,2,2,2,1,1,1,1,1,2,44,1, , , ,3,2,1, , , , ,11,1,1,5, , ,1,1, ,5,2,2,2, , ,2,,CHRISTAIN,,S,2,18,3,1,2,0,4,1,1,1,2,3,3,2,1,3,0,1,1.534390825668926,1.1,4.230769230769231
206759,2,2,101115,1,1,5,E,3,12,,4,1, , , , ,2,2,3,1,1,1, ,3,1,3,1, , , ,0,3,1,2,1,1,1,2,1,1, ,2,3,3,3,2,2,2,2,2,1,1,1,3,1,1, ,2,3,2,3,3,3,2,3, , , , , , , , , ,3,9,12,12,2,1,2,3,3,2, ,2,2,2,2,1,1,2,2,4, ,1, ,2,1,1,1,2,2,2,2,4,1, ,2,1,2,2,1,1, , , , , , , , , , , , , , , , , ,34, ,1, , ,8,2,1, , , , ,4, ,2,4, , ,7,3,2,4,3,2,1, , ,2,,,,U,3,12,4,2,3,1,2,1,1,1,2,3,3,2,2,1,0,1,1.534390825668926,1.48,5.692307692307692
