psraid,sample,segment,int_date,lang,comp,version,stz,scregion,sstate,susr,stimes,filtera,filterb,filterc.1,filterc.2,llitext0,qs1,q1,q2,qp1,sex,qm1,qm2,q2x,qp1a,chage1,chsex,chage2,chage3,chage4,chage5,qp2,q3,q4,qe3,q7,q8,q12,q15,q21a,q21b,q21c,q21d,q21e,q22,q23a,q23b,q23c,q23d,q23e,q24,q29a,q29b,q29c,q29d,q30,q31,q33,q34,q35a,q35b,q35c,q35d,q35e,qe5,q40,q41am1,q41am2,q41am3,q41c,q42m1,q42m2,q42m3,q42m4,q43,q44a,q44b,q44c,q49a,q49b,q49c,q49d,q49e,q50,q52,q54a,q54b,q54c,q54d,q54e,q54f,q54g,q54h,q57,q58,q62,q63,q65a,q65b,q65c,q67a,q67b,q68a,q68b,q68c,q68d,q68e,q7486ord,q74a,q74b,q74c,q77,q79,q80,q81a,q81b,q81c,q86a,q86b,q86c,q86d,q86e,q86f,q86g,q90,q92a,q92b,q93,q94a,q94b,q94c,age,qm3,fam3a,fam3b,fam3c,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,relig,chr,born,attend,q95,q96,income,party,partyln,ideo,hh1,hh3,ownrent,ql1,ql1a,qc1,raceos,religos,origraceos,usr,cregion,state,density,partysum,partyideo,child,recage,racethn,racethn2,racecmb,recage2,iphoneuse,hphoneuse,adults,parents,kids,ll,cp,wt1,utweight,weight
201636,2,2,92815,1,1,4,E,1,34,,2, ,2, , , ,2,2,2,1,1,3, , ,1,15,2, , , ,0,3,1,1,1,1,2,2,2, ,3,1,1,3,1,4,4,4,9,4,4,3,2,1,1,2,3,2,1,2,2,2,3, , ,2,1, , ,1, , , , , ,17,15,16, ,2,2,4,4,2,3,2,2,2,2,2,2,1,2, ,4,2,1,1,3,3,1,4,2, ,2,4,2, , , , , , , , , , ,2,1,2,2,2,2,2,1,1,1,2,1,1,2,52,1, , , ,6,2,2, , , , ,12, , ,5, , ,9,2, ,9,3,3,3, , ,1,,,,S,1,34,4,2,9,0,6,2,2,2,3,2,2,3,1,1,1,1,0.41071215649162174,0.28,1.076923076923077
201644,2,2,92815,1,1,4,M,4,8,,2, ,3, , , ,2,2,1,1,2,1, ,2,2, , ,0,2,0,2,3,1,1,1,1,1,2,1,1, ,2,3,3,1,1,1,1,1,1,3,2,1,3,4,3,3,1,3,1,3,1,2,1,1,2,1, , ,1, , , , , ,12,12,13,1,4,4,4,4,4,3,2,2,1,1,1,1,1,1, ,2,1,1,1,3,1,1,2,4, ,1,4,1, , , , , , , , , , ,2,1,2,2,1,1, ,2,1,1,2,1,1,2,35, , ,1, ,8,2,2, , , , ,10, , ,6,1,2,8,3,2,5,4,2,1, , ,1,,,,U,4,8,5,2,3,2,3,2,2,2,2,2,2,2,2,2,1,1,0.683796174408227,0.88,3.3846153846153846
201656,2,2,92815,1,1,4,E,1,34,,3, ,3, , , ,2,9,2,1,2,3, , ,3, , ,0,2,0,2,3,1,4,1,5,2,2,1, ,3,1,1,3,2,1,1,1,1,1,1,2,2,3,2,2,3,4,1,2,1,1,2, , ,2,6, , , , , , , , ,15,15,17, ,4,4,4,4,4,3,2,1,2,2,1,1,1,2, ,4,2,1,1,3,1,4,2,2, ,2,4,2, , , , , , , , , , ,2,2,2,2,2,2, , ,1,2,3,1,1,2,31,1, , , ,4,2,2, , , , ,12, , ,6, , ,3,3,9,9,5,2,2, , ,2,,,,S,1,34,5,9,3,3,2,2,2,2,2,3,3,2,1,3,0,1,1.534390825668926,1.63,6.269230769230768
201665,2,2,92815,1,1,4,E,3,12,,2, ,1, , , ,2,1,2,1,2,6, , ,1,7,1, , , ,0,1,1,3,3,3,1,3,1, ,1,1,1,1,2,2,2,2,2,1,3,2,2,3,3,3,3, , ,1,1,3,3, , ,3,1, , ,1, , , , , ,11,8,15, ,2,3,2,2,2,2,2,1,2,2,2,4,1,2, ,3,2,1,3,1,1,3,4,2, ,2,3,1, , , , , , , , , , ,1,1,2,2,2,2, ,2,1,1,1,1,1,2,47,2, , , ,5,2,1, , , , ,13, ,2,3, , ,2,3,9,9,4,2,2, , ,1,,,,S,3,12,3,9,3,2,5,1,1,1,2,2,2,2,1,1,1,1,0.41071215649162174,0.53,2.0384615384615383
201671,2,2,92815,1,1,4,E,3,37,,2, ,3, , , ,2,2,2,1,1,4, , ,2, , ,0,2,0,2,3,1,2,1,4,1,2,1, ,1,1,1,2,1,1,1,3,1,1,1,3,3,4,3,1,3,4,3,2,3,3,2, , ,2,1, , ,1, , , , , ,97,97,97, ,2,3,4,4,3,3,2,2,2,2,2,3,2,2, ,3,2,1,1,2,2,3,2,3, ,1,3,1, , , , , , , , , , ,2,2,1,2,1,1, , ,1,1,2,1,1,1,30,1, , , ,4,2,5, , , , ,1, ,2,5, , ,3,4,2,3,1, ,2, , ,2,,,,S,3,37,3,2,9,0,2,4,5,5,2,3,3,1,1,2,0,1,1.534390825668926,1.8,6.923076923076923
201704,2,2,92815,1,1,4,E,3,12,,3, ,3, , , ,2,1,1,1,2,2,2,3,4, , ,0,3,1,2,3,1,4,3,1,1,3,9,1, ,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1, , ,3,1,3,3,1,5,1,1, , ,1, , , , , ,13,98,98,1,4,4,4,4,3,3,2,1,1,1,2,1,1,1, ,1,2,1,2,3,3,1,4,1, ,1,4,1, , , , , , , , , , ,1,1,1,2,1,1,2,2,1,1,1,1,2,1,43, , , ,3,4,2,2,5, , , ,1, ,2,2, , ,3,2, ,4,6,2,1, , ,1,,,,S,3,12,2,2,5,4,4,4,5,4,2,2,2,2,2,3,1,1,0.683796174408227,1,3.846153846153846
201717,2,2,92815,1,1,4,M,4,16,,1, ,2, , , ,2,1,2,1,1,1, ,2,1,16,2, , , ,0,2,2,1,5,2,1,3,2,1, ,4,3,3,1,2,4,2,4,2,1,2,1,3,3,2,3, , ,3,3,3,3,3,1,2,5, , , , , , , , ,10,2,12,4,2,2,4,4,3,1,1,2,1,2,1,2,1,2, ,3,2,2,2,3,1,1,2,2, ,2,4,2, , , , , , , , , , ,1,1,1,2,2,1,1,2,1,1,1,1,1,1,66, ,1, , ,6,2,1, , , , ,3, ,2,6, , ,10,2, ,4,3,5,1, , ,2,,,,R,4,16,1,2,5,99,6,1,1,1,4,3,3,3,2,1,0,1,1.534390825668926,0.79,3.0384615384615383
201737,2,2,92815,1,1,4,M,4,16,,1, ,3, , , ,2,2,1,1,1,1, ,3,3, , ,0,2,1,2,3,2,2,1,1,2,3,1,2, ,2,3,2,1,1,1,1,1,1,2,1,2,2,1,1,3,1,1,3,3,3,3,3,1,2,1, , ,1, , , , , ,13,7,15,1,3,2,4,4,3,1,2,2,2,2,2,2,1,1, ,1,1,1,2,2,2,1,2,2, ,2,4,1, , , , , , , , , , ,1,1,1,1,2,1,2,1,1,1,2,1,2,2,37, , , ,1,6,2,1, , , , ,13, ,2,5,3,2,7,3,1,1,5,2,2, , ,2,,,,R,4,49,1,1,3,3,3,1,1,1,2,3,3,2,2,3,0,1,1.534390825668926,0.69,2.6538461538461537
201743,2,2,92815,1,1,4,E,1,42,,1, ,3, , , ,2,2,1,1,2,3, , ,2, , ,0,2,0,2,3,2,2,1,3,1,2,1, ,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,1,3,2,1,1,1,3,2, , ,1,1, , ,1, , , , , ,14,8,15, ,1,1,4,2,3,3,1,1,1,1,2,1,1,2, ,2,2,1,2,1,1,1,2,1, ,1,4,1, , , , , , , , , , ,1,2,1,1,2,1, , ,1,1,1,1,1,1,39,2, , , ,6,2,1, , , , ,2, ,2,3, , ,6,1, ,2,3,1,1, , ,1,,,,U,1,42,5,1,1,2,3,1,1,1,2,2,2,1,1,2,1,1,0.41071215649162174,0.47,1.8076923076923075
201758,2,2,92815,2,1,4,M,4,4,,2, , ,1,4, ,2,2,3,1,1,1, ,2,3, , ,1,1,1,2,3,2,2,1,2,2,3,2,1, ,1,3,2,2,3,4,1,1,3,1,1,1,4,4,2,3,4,2,3,2,2,3,3,3,1,1, , ,1, , , , ,3,15,15,18,3,3,3,2,2,2,3,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,4,1,2,1,2,3,2,2, , , , , , , , , ,2,2,2,2,2,2,2, ,2,2, ,2,2,2,34, , , ,1,3,1,7, , , ,3,2, ,1,4, , ,4,3,2,3,5,2,2, , ,2,,,,U,4,4,3,2,3,3,2,3,4,5,2,3,3,2,2,3,0,1,1.534390825668926,1.05,4.038461538461538
201772,2,2,92815,1,1,4,E,3,13,,1, ,3, , , ,2,2,2,1,1,6, , ,2, , ,0,2,0,2,3,2,3,1,1,1,2,1, ,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,3,2,3,1,3,1,3, , ,2,1, , ,1, , , , , ,15,12,16, ,1,4,4,4,2,3,2,2,1,2,1,1,2,2, ,2,2,1,1,2,2,4,4,2, ,1,4,1, , , , , , , , , , ,1,1,1,2,2,2, ,2,1,1,2,1,1,1,31,1, , , ,3,2,2, , , , ,13, ,2,4, , ,7,2, ,4,4,2,1, , ,1,,,,S,3,13,3,2,5,2,2,2,2,2,2,2,2,2,1,2,1,1,0.41071215649162174,0.43,1.6538461538461537
201774,2,2,92815,1,1,4,E,1,36,,1, ,1, , , ,2,2,2,1,2,1, ,3,1,7,1, , , ,0,3,1,2,2,1,1,1,2,1, ,1,1,1,1,2,2,2,2,2,3,2,1,3,2,1,3,4,3,1,1,3,3,1,1,1,1, , ,1, , , , , ,12,7,13,1,2,2,3,2,4,3,2,2,2,2,2,1,2,1, ,1,2,2,2,1,1,3,4,1, ,1,4,1, , , , , , , , , , ,2,1,2,2,2,2, ,2,1,1,1,1,1,1,33, ,1, , ,4,2,1, , , , ,12, , ,6,1,3,6,1, ,2,3,2,1, , ,1,,,,S,1,36,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,0.683796174408227,1.18,4.538461538461538
201775,2,2,92815,1,1,4,E,3,12,,1, ,3, , , ,2,2,1,1,1,1, ,2,2, , ,0,0,2,2,2,3,3,1,4,2,2,1,1, ,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,3,2,2,3,2,3,3,3,2,2,1,5, ,1, , , , , ,14,12,16,1,3,3,4,3,3,4,1,1,1,1,1,2,2,1, ,3,1,1,2,1,2,2,1,2, ,1,3,1, , , , , , , , , , ,2,1,1,2,2,1,1,2,1,1,1,1,1,2,44, , ,1, ,5,2,2, , , , ,12, , ,5,1,1,3,3,2,4,6,4,1, , ,1,,,,S,3,12,4,2,3,2,4,2,2,2,2,2,2,3,2,2,1,1,0.683796174408227,1.01,3.8846153846153846
201778,2,2,92815,2,1,4,E,2,39,,2, ,1, , , ,2,2,2,1,2,2,2,2,1,12,1, , , ,0,3,2,1,1,1,2,2,1,1, ,1,1,1,3,2,2,2,5,2,2,1,1,4,3,2,3,2,1,1,1,3,3,3,2,1,1, , ,1, , , , , ,18,18,18,1,1,4,4,2,4,3,1,1,1,1,1,2,2,1, ,1,2,1,2,1,1,2,2,2, ,3,4,2, , , , , , , , , , ,1,2,2,2,1,2, , ,1,1,2,1,1,1,29, ,2, , ,3,1,1,2, , ,2,2, ,9,4,1,1,2,9,9,5,3,2,2, , ,2,,,,U,2,39,5,9,9,1,1,3,3,4,1,3,3,2,2,1,0,1,1.534390825668926,1.95,7.5
201795,2,2,92815,1,1,4,E,3,51,,1,1, , , , ,2,1,1,1,2,1, ,2,1,4,1, , , ,0,3,1,1,1,4,2,2,1,1, ,3,1,3,2,1,1,1,1,1,4,1,1,1,2,2, ,3,3,2,3,2,2,2,3, , , , , , , , , ,3,15,8,12,1,3,3,4,4,3, ,2,2,2,2,2,2,2,2,4, ,2, ,2,3,1,2,4,2,1,1,3,1, ,2,2,2,2,1,1, , , , , , , , , , , , , , , , , ,32, ,2, , ,8,2,1, , , , ,12, , ,6, , ,6,1, ,3,3,2,2, , ,2,,,,S,3,51,5,1,2,1,2,1,1,1,2,3,3,2,2,1,0,1,1.534390825668926,1.78,6.846153846153846
201804,2,2,101015,2,1,5,E,1,25,,12,3, , , , ,2,1,1,1,1,1, ,3,2, , ,2,0,0,0,2,3,3,1,4,2,3,1,1, ,1,1,1,2,1,3,3,3,2,3,2,1,3,3,5, ,2,3,3,3,3,3,2,1, , , , , ,1, , , , ,15,5,98,4,3,4,4,3,2, ,2,2,2,2,2,2,2,2,3, ,2, ,3,3,3,2,3,2,2,2,2,2, ,2,2,2,5,2, , , , , , , , , , , , , , , , , , ,50, , ,1, ,4,1,1, , , ,3,2, ,1,4,3,3,5,3,1,2,4,2,2, , ,2,,,,R,3,5,1,1,3,2,6,3,4,1,3,3,3,2,2,2,0,1,1.534390825668926,1.31,5.038461538461538
201810,2,2,101215,2,1,5,E,1,34,,5, ,2, , , ,2,2,3,1,1,1, ,3,1,10,2, , , ,0,3,2,2,2,1,2,3,1,1, ,1,2,1,1,1,2,2,4,2,1,1,1,3,1,1,3,3,3,3,3,3,3,3,2,1,2, , , , , , , , ,12,12,18,2,2,4,3,2,3,3,1,1,1,1,1,1,1,1, ,3,2,2,2,1,1,3,1,3, ,2,4,3, , , , , , , , , , ,1,1,1,2,1,1, ,1,1,1,2,1,1,1,35, ,1, , ,1,1,7, , , ,3,13, ,1,6,3,3,2,3,9,4,5,3,2, , ,2,,,,S,1,34,3,9,3,2,3,3,4,5,2,3,3,3,2,1,0,1,1.534390825668926,1.51,5.8076923076923075
201817,2,2,92815,1,1,4,C,2,27,,1, , ,2,4, ,2,3,1,1,2,6, , ,4, , ,2,1,1,2,3,2,2,3,3,2,1,1, ,2,9,1,1,2,2,3,2,3,1,1,2,2,3,3,1,2, , ,1,1,1,1, , ,2,1, , ,1, , , , ,1,8,97,10, ,2,2,2,2,3,4,2,2,1,2,1,1,1,2,4,3,1,2,2,2,3,2,2,2,3,1,3,1,1,2,2,2,2,1,4,1,1,2, , , , , , , , , , , , , , ,36,5, , , ,5,2,1, , , , ,12, , ,5, , ,2,3,9,3,5,1,2, , ,2,,,,S,2,27,3,9,3,4,3,1,1,1,2,3,3,1,1,3,0,1,1.534390825668926,1.22,4.692307692307692
201833,2,2,92815,1,1,4,C,2,27,,1, ,3, , , ,2,2,1,1,1,1, ,2,3, , ,0,1,2,2,3,1,1,1,1,1,3,1,1, ,1,2,2,1,1,1,2,2,1,1,1,1,3,3,3,3,3,3,3,2,3,1,3,1,1,1, , ,2, , , , , ,9,8,13,1,2,4,4,4,3,1,2,2,2,2,2,2,2,2, ,2,2,2,1,1,2,1,2,2, ,1,4,1, , , , , , , , , , ,2,1,1,2,2,2,1,1,1,1,2,1,1,1,50, , , ,1,4,2,1, , , , ,1, ,2,3,3,2,8,1, ,2,5,2,1, , ,1,,,,S,2,27,3,1,1,3,6,1,1,1,3,2,2,2,2,3,1,1,0.683796174408227,0.34,1.3076923076923077
201834,2,2,92915,2,1,4,M,4,4,,3, ,3, , , ,2,9,3,1,1,4, , ,2, , ,0,0,2,2,3,3,4,2,4,9,2,1, ,9,2,9,9,2,3,3,3,1,3,2,3,3,4,4,9,1,1,3,3,2,3,1, , ,2,5, , , , , , , , ,16,16,18, ,4,4,4,2,1,3,1,1,1,1,1,1,1,1, ,2,1,2,1,2,1,2,2,4, ,2,4,2, , , , , , , , , , ,1,1,1,2,2,1,2,2,9,1,2,1,1,2,28,1, , , ,1,1,1, , , ,3,2, ,9,3, , ,1,3,9,2,1, ,2, , ,2,,,,S,4,4,3,9,3,0,1,3,4,1,1,3,3,1,1,2,0,1,1.534390825668926,1.37,5.269230769230769
201849,2,2,92815,1,1,4,C,3,28,,1, ,3, , , ,2,1,1,1,2,1, ,3,2, , ,0,1,1,2,3,2,1,1,1,1,3,2,3, ,3,3,9,1,1,1,1,1,1,1,2,1,1,3,3,3,4,3,1,1,3,3,3,1,1,1, , ,2, , , , , ,12,8,14,1,2,2,4,4,2,3,3,2,2,2,2,2,3,2, ,2,1,1,1,2,2,2,2,2, ,1,3,2, , , , , , , , , , ,2,1,1,2,2,1,3,1,1,1,2,2,1,1,42, , ,1, ,6,2,1, , , , ,1, ,1,2,3,2,9,1, ,2,4,2,1, , ,1,,,,S,3,28,2,1,1,2,4,1,1,1,2,2,2,2,2,2,1,1,0.683796174408227,0.81,3.1153846153846154
201858,2,2,92815,2,1,4,C,3,48,,2, , ,1,3, ,2,2,1,1,1,2,2,2,2, , ,1,1,0,1,3,2,3,2,3,2,2,1,1, ,1,1,1,1,1,1,1,3,1,1,1,1,3,3,1,3,2,1,3,3,3,3,3,2,1,1, , ,1,1, , , , ,13,15,16,1,1,2,4,3,3,3,1,1,1,1,1,1,1,1,4,2,1,1,2,2,1,2,1,3,1,2,4,1,1,1,2,1,1,2, , , , , , , , , , , , , , , , , , ,31, , ,1, ,4,1,7, , , ,3,2, ,1,1,3,3,10,3,9,1,4,2,2, , ,2,,,,S,3,48,5,9,3,2,2,3,4,5,2,3,3,2,2,2,0,1,1.534390825668926,1.94,7.461538461538461
201871,2,2,92815,1,1,4,C,3,40,,3, ,1, , , ,2,2,2,1,2,6, , ,1,11,1, , , ,0,1,1,2,1,3,1,1,9, ,3,1,3,3,3,1,2,2,1,1,1,2,1,3,3,1,3,3,3,3,3,3,3, , ,1,1, , ,1, , , , , ,13,13,13, ,4,4,2,1,4,3,2,1,2,2,2,1,2,2, ,4,2,1,2,1,1,1,1,1, ,1,4,1, , , , , , , , , , ,2,1,1,2,1,2, ,2,1,1,1,1,1,2,40,1, , , ,6,2,2, , , , ,1, ,9,2, , ,5,1, ,2,3,2,1, , ,1,,,,U,3,40,4,1,1,1,4,2,2,2,2,2,2,2,1,1,1,1,0.41071215649162174,0.55,2.1153846153846154
201876,2,2,92815,1,1,4,P,4,53,,1, ,3, , , ,2,2,2,1,2,1, ,3,3, , ,0,1,2,2,3,2,1,1,1,3,3,2,2, ,2,3,3,4,1,1,1,1,1,2,2,2,3,2,2,3,2,1,3,1,2,3,3,1,1,1,5, ,1, , , , , ,11,7,9,1,3,3,1,2,2,3,2,2,2,2,1,1,1,1, ,2,1,2,2,2,2,3,3,2, ,1,3,1, , , , , , , , , , ,1,1,2,2,2,1,2,1,1,1,1,1,2,1,35, , , ,1,5,2,1, , , , ,12, , ,6,1,2,9,2, ,3,5,2,1, , ,1,,,,S,4,53,2,2,4,3,3,1,1,1,2,2,2,2,2,3,1,1,0.683796174408227,0.83,3.192307692307692
201884,2,2,92815,1,1,4,P,4,6,,1, ,3, , , ,2,1,1,1,2,1, ,3,3, , ,0,2,1,2,3,1,1,1,2,2,3,2,1, ,2,3,3,1,1,1,1,1,1,2,1,1,3,3,1,3,3,1,1,1,3,3,1,1,1,1, , ,1, , , , , ,11,12,16,4,4,9,4,4,3,3,2,2,2,2,2,2,1,1, ,2,2,1,2,1,1,3,2,2, ,2,2,1, , , , , , , , , , ,1,1,1,2,2,2,2,2,1,1,2,1,1,1,44, , , ,1,5,1,1, , , ,1,2, ,2,3,2,2,9,1, ,3,5,2,1, , ,1,,,,U,4,6,1,1,2,3,4,3,3,1,2,2,2,2,2,3,1,1,0.683796174408227,0.67,2.576923076923077
201887,2,2,92815,1,1,4,P,4,16,,1, ,2, , , ,2,2,2,1,2,6, , ,1,7,2, , , ,0,3,1,1,4,2,1,3,2, ,3,4,2,2,1,1,1,1,1,1,3,1,1,3,3,3,1, , ,1,1,1,1, , ,1,1, , ,1, , , , , ,12,7,13, ,1,2,3,4,3,3,1,2,2,2,2,4,4,2, ,3,2,2,2,3,1,2,4,2, ,2,3,1, , , , , , , , , , ,2,2,1,2,2,1, , ,1,1,2,1,2,1,30,4, , , ,4,2,1, , , , ,13, ,2,3, , ,2,2, ,9,3,2,2, , ,2,,,,R,4,16,1,2,9,1,2,1,1,1,2,3,3,2,1,1,0,1,1.534390825668926,2.14,8.230769230769232
201896,2,2,92815,1,1,4,P,4,53,,1, ,2, , , ,2,2,2,1,2,3, , ,1,15,2, , , ,0,3,1,2,1,3,1,3,1, ,4,3,3,3,3,1,1,1,1,1,1,3,2,3,3,3,3,2,1,1,1,1,1, , ,2,5, , , , , , , , ,12,10,12, ,4,4,4,1,4,3,2,2,2,2,2,2,4,2, ,4,1,2,2,1,2,1,4,2, ,1,5,1, , , , , , , , , , ,1,1,1,1,2,1,2,2,1,1,1,1,1,1,48,2, , , ,6,2,1, , , , ,1, ,1,4, , ,2,2, ,3,2,1,2, , ,2,,,,S,4,53,1,2,4,1,5,1,1,1,2,3,3,1,1,1,0,1,1.534390825668926,1.07,4.115384615384616
201905,2,2,92815,2,1,4,C,3,48,,3, ,3, , , ,2,1,2,1,2,1, ,3,3, , ,0,2,1,2,3,2,3,3,1,1,3,1,1, ,1,1,1,2,2,2,2,2,2,4,1,3,3,3,1,3, , ,3,1,3,3,3,1,2,5, , , , , , , , ,18,18,18,1,2,3,2,2,2,3,1,1,1,1,1,1,1,1, ,2,1,1,1,1,2,2,2,2, ,2,3,2, , , , , , , , , , ,1,1,2,2,2,2,2,1,2,1,2,1,1,2,40, , , ,1,2,1,1, , , ,3,2, ,2,3, , ,5,3,1,3,5,2,2, , ,2,,,,S,3,48,5,1,3,3,4,3,4,1,2,3,3,2,2,3,0,1,1.534390825668926,1.67,6.4230769230769225
201916,2,2,92815,1,1,4,P,4,53,,1,2, , , , ,2,2,2,1,1,1, ,2,1,2,2, , , ,0,3,3,2,1,1,1,2,1,1, ,1,1,2,2,2,2,1,2,2,3,2,1,2,1,1, ,2,3,2,2,2,2,2,3, , , , , , , , , ,3,97,97,97,1,1,2,4,4,2, ,2,2,2,2,2,2,1,1,2, ,2, ,2,2,2,4,2,2,2,2,5,1, ,2,2,1,1,1,2, , , , , , , , , , , , , , , , , ,35, ,1, , ,4,2,1, , , , ,9, , ,6, , ,7,2, ,5,3,2,1, , ,2,,,,S,4,53,1,2,5,1,3,1,1,1,2,3,3,2,2,1,0,1,1.534390825668926,1.57,6.038461538461538
201920,2,2,100815,2,1,5,P,4,41,,9, ,3, , , ,2,1,1,1,2,1, ,1,2, , ,0,0,2,2,1,3,3,2,4,2,2,1,1, ,1,1,1,4,1,1,1,9,1,1,1,1,3,3,1,1,2,3,3,3,3,2,3,1,3,1, , ,1, , , , , ,15,15,98,1,2,4,3,2,2,3,1,1,1,1,1,1,1,1, ,1,2,2,9,1,1,3,1,2, ,1,3,1, , , , , , , , , , ,1,1,1,1,1,1,1,2,2,2, ,1,1,1,40, , ,1, ,3,1,7, , , ,3,2, ,2,5,2,2,1,3,9,1,5,3,2, , ,1,,,,U,4,41,2,9,3,2,4,3,4,5,2,2,2,3,2,2,1,1,0.683796174408227,1.06,4.076923076923077
201939,2,2,92815,1,1,4,P,4,41,,1, , ,1,4, ,2,2,2,1,2,1, ,3,3, , ,1,1,1,2,3,2,4,3,2,1,3,1,1, ,1,1,1,3,3,3,1,3,1,2,1,1,1,3,1,3, , ,1,1,3,1,1,1,2,1, , ,1, , , , ,1,8,6,13,1,3,4,4,4,3,3,2,2,2,2,2,2,1,2,3,2,2,1,2,2,1,2,4,1,1,2,3,1,1,2,1,2,4,1,1,2,2,2, , , , , , , , , , , , , , ,43, , , ,2,4,2,1, , , , ,13, ,1,1, , ,7,3,9,2,5,2,1, , ,2,,,,R,4,41,1,9,3,3,4,1,1,1,2,3,3,2,2,3,0,1,1.534390825668926,1.47,5.653846153846153
201944,2,2,100915,2,1,5,P,4,6,,10, ,2, , , ,2,2,1,1,2,1, ,3,1,13,2, , , ,0,2,1,3,1,4,2,3,1,1, ,4,1,3,3,2,2,2,4,2,2,1,1,3,3,3,3,2,3,3,3,3,3,3,1,1,1, , ,2, , , , , ,98,98,98,1,1,2,4,2,1,3,1,1,1,1,1,1,1,1, ,4,2,1,1,3,3,3,1,2, ,2,4,1, , , , , , , , , , ,1,2,1,1,2,1,2, ,2,3, ,1,1,1,45, ,1, , ,1,1,7, , , ,3,2, ,1,2,3,2,6,2, ,3,5,4,1, , ,2,,,,U,4,6,5,2,4,1,5,3,4,5,2,3,3,3,2,1,0,1,1.534390825668926,1.82,7
201951,2,2,100815,2,1,5,P,4,6,,9, ,2, , , ,2,1,1,1,2,1, ,3,1,13,2, , , ,0,2,1,3,3,2,1,3,2,1, ,1,1,1,1,1,2,2,4,2,1,3,1,3,3,1,9, , ,3,1,1,3,3,1,1,1, , ,1, , , , , ,16,98,98,1,4,4,2,4,1,3,1,1,1,1,1,1,1,1, ,2,2,2,3,3,3,3,3,4, ,4,4,4, , , , , , , , , , ,1,1,2,2,2,2,2,2,2,1,2,2,1,2,45, ,1, , ,1,1,1, , , ,3,12, , ,3, , ,2,3,9,2,3,2,2, , ,2,,,,U,4,6,5,9,3,1,5,3,4,1,2,3,3,2,2,1,0,1,1.534390825668926,2.07,7.961538461538461
201982,2,2,92815,2,1,4,P,4,6,,2, ,3, , , ,2,2,1,1,2,4, , ,2, , ,0,1,1,2,1,2,4,1,3,4,2,1, ,3,1,2,1,4,2,2,1,3,3,2,2,3,1,2,1,3,2,1,1,1,1,1, , ,1,1, , ,1, , , , , ,15,8,16, ,1,3,4,4,4,3,1,1,1,1,1,1,1,1, ,2,2,1,2,2,1,1,1,2, ,2,3,1, , , , , , , , , , ,1,2,1,2,2,1,1, ,2,1,2,1,2,2,46,4, , , ,1,1,7, , , ,3,2, ,2,2, , ,3,3,9,2,3,1,2, , ,2,,,,U,4,6,1,9,3,2,5,3,4,5,2,3,3,1,1,2,0,1,1.534390825668926,1.51,5.8076923076923075
201985,2,2,92815,1,1,4,P,4,53,,3, ,3, , , ,2,2,2,1,1,1, ,3,2, , ,0,0,2,2,3,2,1,1,2,2,3,2,1, ,2,1,1,3,1,1,2,1,1,1,2,2,3,2,2,3,2,1,3,3,3,1,1,2,2,1, , ,1, , , , , ,12,10,14,2,4,3,4,4,3,3,2,2,2,2,2,1,2,2, ,2,2,2,1,2,2,2,1,2, ,2,4,2, , , , , , , , , , ,2,1,2,2,2,1,1,1,1,1,2,1,1,2,50, , ,1, ,6,2,1, , , , ,12, , ,6,1,1,8,1, ,3,4,2,1, , ,1,,,,S,4,53,4,1,2,2,6,1,1,1,3,2,2,2,2,2,1,1,0.683796174408227,0.51,1.9615384615384615
201991,2,2,92815,1,1,4,P,4,32,,3,3, , , , ,2,2,2,1,2,1, ,9,2, , ,2,0,0,0,3,2,1,1,2,2,2,2,1, ,1,2,3,3,2,2,2,2,2,2,1,2,3,1,1, ,2,1,1,1,1,1,1,1, , , , , ,2,3, , , ,12,12,12,3,2,2,3,3,2, ,1,1,1,2,1,1,1,1,4, ,1, ,2,1,2,2,2,3,1,3,4,1, ,1,1,2,1,2, ,1,1,1, , , , , , , , , , , , , , ,35, , ,1, ,6,2,1, , , , ,5, , ,5,3,3,9,3,2,3,4,2,2, , ,2,,,,U,3,48,5,2,3,2,3,1,1,1,2,3,3,2,2,2,0,1,1.534390825668926,1.8,6.923076923076923
202002,2,2,92815,1,1,4,M,4,49,,3, , ,1,4, ,2,2,2,1,1,1, ,2,3, , ,1,2,0,2,3,2,3,3,1,1,3,1,1, ,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,3, , ,3,3,3,2,3,1,1,1, , ,1, , , , ,2,98,8,98,3,2,4,4,3,4,3,1,2,2,2,2,1,1,1,4,3,1,2,2,3,1,1,3,3,1,2,4,1,2, , , , , , , , , ,2,1,1,1,1,1, ,1,1,1,2,1,1,1,34, , , ,1,6,2,1, , , , ,3, ,2,2, , ,6,2, ,2,5,2,1, , ,2,,,,S,4,49,4,2,4,3,2,1,1,1,2,3,3,2,2,3,0,1,1.534390825668926,0.93,3.576923076923077
